Student_id,Time_used(seconds),Sex,County,Total_Rater_1,Total_Rater_2,Total_Average,Asp_25_Rater_1,Asp_25_Rater_2,Asp_28_Rater_1,Asp_28_Rater_2,Asp_28_Average,Asp_34_Rater_1,Asp_34_Rater_2,Asp_34_Average,Asp_35_Rater_1,Asp_35_Rater_2,Asp_39_Rater_1,Asp_39_Rater_2,Asp_40_Rater_1,Asp_40_Rater_2,Asp_40_Average,Asp_41_Rater_1,Asp_41_Rater_2,Asp_42_Rater_1,Asp_42_Rater_2,Asp_42_Average,Asp_43_Rater_1,Asp_43_Rater_2,Asp_43_Average,word_count,sent_count,word_len,sent_len,LIX,SMOG,FK,lemma_count,TTR,RTTR,Uber,Maas,MTLD,CVV,LD,A,D,I,J,K,N,P,S,V,SV_ratio,F-index,A_TTR,D_TTR,J_TTR,K_TTR,P_TTR,S_TTR,V_TTR,S_abstr,rare_5000,rare_4000,rare_3000,rare_2000,rare_1000,n_cases,Nom,Gen,Par,Add,Ill,AddIll,Ine,Ela,All,Ade,Abl,Tra,Ter,Ess,Abe,Com,Sing,Plur,S_cases,S_Plur,A_cases,A_Plur,A_Pos,A_Cmp,A_Sup,P_cases,P_Plur,P_Prs,P_Reflex,P_Dem,P_Ind,P_IntRel,V_Fin,V_Ind,V_Cnd,V_Imp,V_Prs1,V_Prs2,V_Prs3,V_Pres,V_Past,V_Sing,V_Plur,V_Neg,V_Pass,V_NonFin,V_Inf,V_Part,V_Conv,J_Sub,K_Post,replaced_words,replaced_word_ratio,wordorder_errors,wordorder_error_ratio,missing_words,missing_word_ratio,unnecessary_words,unnecessary_word_ratio,whitespace_errors,whitespace_error_ratio,misc_errors,misc_error_ratio,replaced_punct,replaced_punct_ratio,unnecessary_punct,unnecessary_punct_ratio,missing_punct,missing_punct_ratio,error_count,errors_per_word,errors_per_sent,spelling_errors,spell_error_word_ratio,paragraph_count,mean_word_count,mean_sent_count,std_word_count,std_sent_count,diff_word_count,diff_sent_count
id_ 4BSTQL,2239,M,Tartu maakond,21.0,18,19.5,3.0,3,2.0,2,2.0,1.0,2,1.5,2.0,2,2.0,3,3.0,2,2.5,3.0,2,2.0,0,1.0,3.0,2,2.5,262,11,5.614503817,23.81818182,58,18.82143748,19.59603747397641,139,0.523255814,8.404732886,47.60858962,0.021004613,173.2431012,2.5,0.534883721,0.106870229,0.171755725,0.0,0.114503817,0.019083969,0.0,0.095419847,0.29389313,0.190839695,1.54,48.09160305,0.785714286,0.6,0.266666667,0.8,0.36,0.558441558,0.5,1.847457627,0.061068702,0.072519084,0.125954198,0.145038168,0.190839695,10,0.353846154,0.238461538,0.161538462,0.007692308,0.0,0.007692308,0.061538462,0.023076923,0.030769231,0.061538462,0.0,0.046153846,0.0,0.0,0.0,0.007692308,0.615384615,0.376923077,10,0.376623377,5,0.321428571,0.785714286,0.178571429,0.035714286,6,0.44,0.16,0.04,0.44,0.2,0.16,0.68,0.44,0.24,0.0,0.04,0.0,0.44,0.66,0.06,0.36,0.12,0.02,0.04,0.3,0.26,0.04,0.0,0.4,0.8,12,0.343,2,0.057,2,0.057,2,0.057,0,0.0,4,0.114,0,0.0,0,0.0,13,0.371,35,0.133587786,3.181818182,4,0.015,4,65.0,2.5,35.07135583350036,1.2909944487358056,83,3
id_ YVSURI,2466,N,Tartu maakond,15.0,15,15.0,2.0,3,2.0,2,2.0,1.0,2,1.5,3.0,1,1.0,2,2.0,2,2.0,1.0,1,1.0,2,1.5,2.0,0,1.0,200,16,6.21,12.5,52,16.29632956,19.375000000000004,116,0.571428571,8.0,49.78146606,0.020087797,215.1296,2.525381361,0.607142857,0.065,0.09,0.0,0.1,0.015,0.005,0.13,0.34,0.245,1.387755102,47.75,1.0,0.833333333,0.3,1.0,0.346153846,0.661764706,0.510204082,1.888888889,0.09,0.1,0.145,0.19,0.235,11,0.351851852,0.259259259,0.166666667,0.009259259,0.0,0.009259259,0.064814815,0.009259259,0.037037037,0.027777778,0.0,0.037037037,0.009259259,0.0,0.0,0.027777778,0.648148148,0.351851852,11,0.352941176,5,0.307692308,0.923076923,0.076923077,0.0,5,0.384615385,0.230769231,0.153846154,0.346153846,0.153846154,0.115384615,0.632653061,0.591836735,0.040816327,0.0,0.040816327,0.0,0.489795918,0.632653061,0.020408163,0.224489796,0.306122449,0.040816327,0.06122449,0.306122449,0.244897959,0.020408163,0.040816327,0.4,0.666666667,13,0.5,1,0.038,0,0.0,2,0.077,1,0.038,7,0.269,0,0.0,0,0.0,2,0.077,26,0.13,1.625,9,0.045,4,49.25,3.75,16.45954636879968,1.5,37,3
id_ Br4H1w,2458,M,Tartu maakond,21.0,19,20.0,1.0,1,2.0,2,2.0,3.0,3,3.0,2.0,1,2.0,2,3.0,3,3.0,3.0,1,2.0,3,2.5,3.0,3,3.0,207,15,5.980676329,13.8,50,15.47004243,17.610357487922702,113,0.54589372,7.854042929,46.97907578,0.021286072,103.5,2.319003617,0.560386473,0.115942029,0.140096618,0.0,0.115942029,0.019323671,0.004830918,0.082125604,0.304347826,0.217391304,1.4,50.0,0.625,0.827586207,0.25,0.75,0.470588235,0.571428571,0.488888889,1.652173913,0.09178744,0.106280193,0.149758454,0.178743961,0.270531401,9,0.371428571,0.171428571,0.238095238,0.0,0.0,0.0,0.057142857,0.028571429,0.057142857,0.038095238,0.0,0.019047619,0.0,0.0,0.0,0.00952381,0.685714286,0.304761905,9,0.222222222,7,0.291666667,0.916666667,0.083333333,0.0,5,0.647058824,0.235294118,0.235294118,0.294117647,0.117647059,0.117647059,0.533333333,0.466666667,0.066666667,0.0,0.0,0.0,0.377777778,0.533333333,0.022222222,0.266666667,0.111111111,0.088888889,0.0,0.311111111,0.266666667,0.022222222,0.022222222,0.375,0.5,6,0.429,0,0.0,2,0.143,2,0.143,1,0.071,2,0.143,0,0.0,1,0.071,0,0.0,14,0.06763285,0.933333333,1,0.005,4,50.75,3.5,20.61350689879494,1.2909944487358056,39,3
id_ QB8L0e,2192,M,Tartu maakond,14.0,15,14.5,1.0,0,1.0,1,1.0,3.0,2,2.5,1.0,2,2.0,2,2.0,2,2.0,1.0,3,1.0,1,1.0,2.0,2,2.0,260,13,5.153846154,20.0,45,15.60492012,16.808461538461547,120,0.461538462,7.442084075,39.99170278,0.025005187,140.1122694,2.486729485,0.507692308,0.1,0.161538462,0.0,0.107692308,0.015384615,0.0,0.161538462,0.192307692,0.261538462,0.735294118,36.15384615,0.615384615,0.571428571,0.285714286,1.0,0.357142857,0.52,0.426470588,1.829787234,0.038461538,0.042307692,0.073076923,0.103846154,0.161538462,9,0.330508475,0.186440678,0.288135593,0.0,0.0,0.0,0.050847458,0.0,0.050847458,0.033898305,0.0,0.042372881,0.008474576,0.0,0.0,0.008474576,0.771186441,0.228813559,8,0.2,5,0.269230769,1.0,0.0,0.0,7,0.238095238,0.214285714,0.047619048,0.333333333,0.30952381,0.095238095,0.529411765,0.367647059,0.161764706,0.0,0.014705882,0.014705882,0.323529412,0.529411765,0.0,0.264705882,0.088235294,0.117647059,0.014705882,0.264705882,0.235294118,0.0,0.029411765,0.535714286,0.75,3,0.143,0,0.0,1,0.048,1,0.048,1,0.048,3,0.143,0,0.0,0,0.0,12,0.571,21,0.080769231,1.615384615,1,0.004,5,51.6,2.4,17.126003620226175,0.5477225575051661,44,1
id_ jvk9cy,3161,N,Tartu maakond,20.0,21,20.5,3.0,2,2.0,3,2.5,2.0,3,2.5,3.0,3,2.0,2,2.0,2,2.0,3.0,3,2.0,3,2.5,1.0,0,0.5,235,17,6.136170213,13.82352941,55,16.77513064,18.87436795994994,152,0.643776824,9.826826731,67.46958913,0.014821492,149.7496752,3.184391759,0.557939914,0.114893617,0.106382979,0.0,0.089361702,0.017021277,0.0,0.131914894,0.29787234,0.242553191,1.228070175,47.44680851,0.814814815,0.88,0.428571429,0.75,0.387096774,0.728571429,0.596491228,2.083333333,0.076595745,0.089361702,0.114893617,0.140425532,0.212765957,12,0.3828125,0.1484375,0.25,0.0,0.0078125,0.0078125,0.046875,0.0390625,0.0234375,0.0234375,0.0078125,0.0234375,0.0,0.0078125,0.0,0.0390625,0.6640625,0.3359375,11,0.357142857,7,0.222222222,1.0,0.0,0.0,8,0.387096774,0.193548387,0.032258065,0.258064516,0.258064516,0.258064516,0.631578947,0.50877193,0.122807018,0.0,0.035087719,0.0,0.403508772,0.631578947,0.035087719,0.280701754,0.157894737,0.087719298,0.01754386,0.280701754,0.228070175,0.035087719,0.01754386,0.523809524,0.25,7,0.467,2,0.133,0,0.0,0,0.0,1,0.067,2,0.133,0,0.0,1,0.067,2,0.133,15,0.063829787,0.882352941,5,0.021,4,57.75,4.0,20.155644370746373,0.816496580927726,44,2
id_ abKbPL,1915,N,Tartu maakond,17.0,12,14.5,1.0,0,2.0,1,1.5,3.0,2,2.5,2.0,1,2.0,1,2.0,2,2.0,1.0,1,2.0,1,1.5,2.0,3,2.5,234,16,5.431623932,14.625,48,15.57974185,15.377852564102565,116,0.495726496,7.583157225,42.41017097,0.023579249,87.77656676,1.671258044,0.491452991,0.111111111,0.226495726,0.0,0.115384615,0.0,0.0,0.094017094,0.200854701,0.247863248,0.810344828,37.17948718,0.692307692,0.58490566,0.259259259,0.0,0.363636364,0.70212766,0.310344828,1.948717949,0.05982906,0.081196581,0.094017094,0.132478632,0.170940171,9,0.484210526,0.147368421,0.105263158,0.0,0.010526316,0.010526316,0.0,0.042105263,0.031578947,0.126315789,0.0,0.042105263,0.0,0.0,0.0,0.010526316,0.810526316,0.189473684,9,0.255319149,5,0.153846154,0.884615385,0.115384615,0.0,3,0.090909091,0.545454545,0.136363636,0.272727273,0.0,0.045454545,0.637931034,0.603448276,0.017241379,0.017241379,0.120689655,0.068965517,0.379310345,0.637931034,0.086206897,0.517241379,0.051724138,0.051724138,0.0,0.293103448,0.206896552,0.086206897,0.0,0.555555556,0.0,4,0.235,3,0.176,1,0.059,2,0.118,2,0.118,1,0.059,0,0.0,0,0.0,4,0.235,17,0.072649573,1.0625,1,0.004,6,38.16666666666666,2.5,9.662642840686324,1.0488088481701516,28,3
id_ ySRjyK,2817,M,Tartu maakond,20.0,23,21.5,1.0,0,2.0,2,2.0,2.0,3,2.5,3.0,3,2.0,3,3.0,3,3.0,1.0,3,3.0,3,3.0,3.0,3,3.0,239,13,5.623430962,18.38461538,50,16.38539865,17.056150627615065,134,0.560669456,8.667739447,51.83273748,0.019292826,239.0,2.626396616,0.560669456,0.112970711,0.192468619,0.0,0.121338912,0.020920502,0.0,0.10460251,0.242677824,0.205020921,1.183673469,43.72384937,0.777777778,0.739130435,0.275862069,1.0,0.32,0.568965517,0.530612245,1.75,0.075313808,0.079497908,0.121338912,0.138075314,0.19665272,11,0.4,0.118181818,0.154545455,0.0,0.0,0.0,0.036363636,0.063636364,0.018181818,0.118181818,0.0,0.027272727,0.0,0.018181818,0.009090909,0.018181818,0.681818182,0.290909091,7,0.310344828,9,0.148148148,0.740740741,0.259259259,0.0,7,0.4,0.16,0.04,0.4,0.16,0.24,0.714285714,0.632653061,0.081632653,0.0,0.0,0.0,0.428571429,0.632653061,0.12244898,0.224489796,0.204081633,0.12244898,0.12244898,0.183673469,0.081632653,0.040816327,0.06122449,0.275862069,1.0,5,0.385,2,0.154,1,0.077,2,0.154,0,0.0,1,0.077,0,0.0,1,0.077,1,0.077,13,0.054393305,1.0,1,0.004,4,58.0,3.0,23.83275057562597,0.816496580927726,54,2
id_ ogzrZI,2580,N,Tartu maakond,21.0,17,19.0,2.0,2,2.0,2,2.0,3.0,3,3.0,3.0,2,3.0,2,2.0,3,2.5,2.0,1,2.0,2,2.0,2.0,0,1.0,234,15,5.816239316,15.6,50,16.72815622,18.02733333333333,123,0.521551724,7.944039188,45.57507128,0.02194182,142.8938547,1.942571725,0.543103448,0.145299145,0.14957265,0.0,0.08974359,0.017094017,0.004273504,0.111111111,0.256410256,0.226495726,1.132075472,46.58119658,0.794117647,0.685714286,0.238095238,0.75,0.423076923,0.55,0.377358491,2.06122449,0.085470085,0.094017094,0.106837607,0.132478632,0.183760684,8,0.487603306,0.148760331,0.090909091,0.0,0.0,0.0,0.074380165,0.016528926,0.033057851,0.090909091,0.0,0.049586777,0.0,0.0,0.0,0.0,0.79338843,0.198347107,7,0.166666667,5,0.294117647,0.911764706,0.088235294,0.0,7,0.153846154,0.076923077,0.038461538,0.384615385,0.346153846,0.153846154,0.641509434,0.528301887,0.113207547,0.0,0.0,0.0,0.433962264,0.641509434,0.0,0.358490566,0.075471698,0.132075472,0.0,0.188679245,0.188679245,0.0,0.0,0.571428571,1.0,10,0.435,0,0.0,2,0.087,0,0.0,3,0.13,3,0.13,0,0.0,0,0.0,5,0.217,23,0.098290598,1.533333333,7,0.03,4,58.0,3.5,18.29389697868299,1.2909944487358056,40,3
id_ RhAZoJ,1796,N,Harju maakond,18.0,23,20.5,0.0,2,3.0,3,3.0,2.0,3,2.5,2.0,3,2.0,3,2.0,3,2.5,1.0,1,3.0,3,3.0,3.0,2,2.5,263,19,5.726235741,13.84210526,44,14.62951461,17.087508505103063,143,0.543726236,8.817757748,50.95752742,0.019624186,203.6320542,2.155263624,0.486692015,0.102661597,0.174904943,0.0,0.095057034,0.022813688,0.0,0.125475285,0.243346008,0.235741445,1.032258065,41.63498099,0.666666667,0.717391304,0.4,0.833333333,0.393939394,0.671875,0.387096774,1.963636364,0.064638783,0.068441065,0.091254753,0.133079848,0.182509506,12,0.35483871,0.193548387,0.217741935,0.008064516,0.0,0.008064516,0.016129032,0.048387097,0.048387097,0.008064516,0.016129032,0.032258065,0.0,0.008064516,0.0,0.040322581,0.669354839,0.322580645,12,0.328125,5,0.296296296,0.888888889,0.111111111,0.0,6,0.333333333,0.242424242,0.181818182,0.333333333,0.242424242,0.0,0.693548387,0.693548387,0.0,0.0,0.112903226,0.032258065,0.403225806,0.661290323,0.129032258,0.338709677,0.209677419,0.129032258,0.064516129,0.241935484,0.14516129,0.096774194,0.0,0.44,0.666666667,7,0.368,2,0.105,2,0.105,1,0.053,0,0.0,2,0.105,0,0.0,0,0.0,5,0.263,19,0.072243346,1.0,4,0.015,4,64.75,4.5,14.430869689661812,0.5773502691896257,33,1
id_ 6pMWgh,1975,M,Harju maakond,15.0,14,14.5,1.0,1,2.0,2,2.0,2.0,1,1.5,2.0,2,2.0,2,3.0,3,3.0,0.0,1,2.0,1,1.5,1.0,1,1.0,232,18,5.504310345,12.88888889,47,15.32224138,15.528908045977015,149,0.63255814,9.275123017,62.97994437,0.015878071,109.6078431,2.277339349,0.539534884,0.073275862,0.146551724,0.0,0.094827586,0.012931034,0.025862069,0.077586207,0.340517241,0.219827586,1.549019608,49.13793103,0.941176471,0.852941176,0.363636364,1.0,0.333333333,0.708860759,0.450980392,2.147540984,0.060344828,0.068965517,0.086206897,0.13362069,0.198275862,10,0.391666667,0.241666667,0.158333333,0.0,0.008333333,0.008333333,0.1,0.0,0.025,0.016666667,0.0,0.016666667,0.0,0.0,0.016666667,0.016666667,0.675,0.316666667,10,0.291139241,4,0.411764706,0.705882353,0.235294118,0.0,6,0.444444444,0.388888889,0.0,0.277777778,0.166666667,0.166666667,0.607843137,0.490196078,0.117647059,0.0,0.078431373,0.0,0.37254902,0.607843137,0.058823529,0.254901961,0.196078431,0.058823529,0.039215686,0.235294118,0.137254902,0.058823529,0.039215686,0.363636364,0.666666667,9,0.45,0,0.0,1,0.05,0,0.0,3,0.15,2,0.1,0,0.0,0,0.0,5,0.25,20,0.086206897,1.111111111,2,0.009,4,57.0,4.25,16.30950643030009,1.2583057392117916,36,3
id_ kycvf2,3393,N,Harju maakond,18.0,19,18.5,1.0,2,3.0,2,2.5,3.0,3,3.0,3.0,3,2.0,2,2.0,3,2.5,2.0,2,0.0,0,0.0,2.0,2,2.0,311,26,5.318327974,11.96153846,39,13.0238668,14.04091639871383,166,0.533762058,9.41299642,52.47682987,0.019056029,117.5873968,2.75680975,0.504823151,0.08681672,0.183279743,0.0,0.096463023,0.022508039,0.0,0.090032154,0.215434084,0.305466238,0.705263158,37.29903537,0.814814815,0.666666667,0.3,0.714285714,0.428571429,0.656716418,0.4,1.868852459,0.051446945,0.067524116,0.083601286,0.093247588,0.151125402,12,0.409836066,0.131147541,0.114754098,0.008196721,0.008196721,0.016393443,0.090163934,0.049180328,0.024590164,0.106557377,0.0,0.024590164,0.0,0.0,0.008196721,0.008196721,0.81147541,0.163934426,11,0.149253731,7,0.111111111,0.851851852,0.148148148,0.0,7,0.25,0.035714286,0.071428571,0.5,0.285714286,0.107142857,0.484210526,0.442105263,0.042105263,0.0,0.0,0.021052632,0.326315789,0.473684211,0.031578947,0.315789474,0.031578947,0.073684211,0.031578947,0.378947368,0.347368421,0.021052632,0.010526316,0.366666667,0.571428571,9,0.31,4,0.138,0,0.0,2,0.069,2,0.069,2,0.069,0,0.0,1,0.034,9,0.31,29,0.093247588,1.115384615,1,0.003,4,77.0,6.25,37.74475681027322,2.8722813232690143,80,6
id_ I6PJ3o,2681,M,Harju maakond,13.0,10,11.5,0.0,0,2.0,2,2.0,2.0,2,2.0,2.0,1,2.0,1,2.0,2,2.0,1.0,0,0.0,0,0.0,2.0,2,2.0,396,15,5.573232323,26.4,61,19.620378,20.74943434343435,184,0.464646465,9.2463479,46.67752341,0.021423587,146.9212008,2.95658237,0.512626263,0.101010101,0.151515152,0.0,0.116161616,0.02020202,0.0,0.141414141,0.247474747,0.21969697,1.126436782,42.8030303,0.75,0.5,0.173913043,0.625,0.285714286,0.581632653,0.448275862,1.987951807,0.088383838,0.108585859,0.146464646,0.194444444,0.25,12,0.360824742,0.175257732,0.201030928,0.005154639,0.0,0.005154639,0.077319588,0.046391753,0.020618557,0.036082474,0.0,0.030927835,0.0,0.010309278,0.005154639,0.020618557,0.737113402,0.25257732,12,0.224489796,6,0.275,0.825,0.1,0.075,8,0.285714286,0.285714286,0.160714286,0.142857143,0.267857143,0.142857143,0.540229885,0.494252874,0.045977011,0.0,0.08045977,0.022988506,0.310344828,0.540229885,0.011494253,0.275862069,0.137931034,0.068965517,0.034482759,0.333333333,0.24137931,0.011494253,0.08045977,0.369565217,0.625,6,0.194,1,0.032,1,0.032,1,0.032,1,0.032,3,0.097,0,0.0,0,0.0,18,0.581,31,0.078282828,2.066666667,4,0.01,4,98.25,3.5,30.236567265481707,1.2909944487358056,74,3
id_ 0xW7uD,2370,N,Harju maakond,16.0,21,18.5,1.0,1,2.0,2,2.0,3.0,3,3.0,1.0,2,1.0,2,1.0,3,2.0,2.0,2,2.0,3,2.5,3.0,3,3.0,231,22,6.38961039,10.5,55,15.24766489,18.847857142857148,108,0.467532468,7.105878306,38.95888087,0.025668088,123.6136364,2.645751311,0.662337662,0.147186147,0.060606061,0.0,0.112554113,0.004329004,0.0,0.077922078,0.354978355,0.242424242,1.464285714,56.27705628,0.676470588,0.785714286,0.230769231,1.0,0.333333333,0.426829268,0.5,1.671428571,0.147186147,0.151515152,0.19047619,0.220779221,0.264069264,11,0.402985075,0.149253731,0.126865672,0.014925373,0.0,0.014925373,0.067164179,0.02238806,0.029850746,0.097014925,0.0,0.052238806,0.0,0.007462687,0.0,0.029850746,0.671641791,0.328358209,10,0.365853659,9,0.264705882,0.794117647,0.205882353,0.0,3,0.277777778,0.166666667,0.222222222,0.388888889,0.111111111,0.111111111,0.678571429,0.553571429,0.125,0.0,0.0,0.0,0.571428571,0.678571429,0.0,0.339285714,0.232142857,0.035714286,0.017857143,0.107142857,0.107142857,0.0,0.0,0.423076923,1.0,5,0.417,1,0.083,0,0.0,1,0.083,1,0.083,1,0.083,0,0.0,1,0.083,2,0.167,12,0.051948052,0.545454545,0,0.0,4,57.0,5.25,13.759844960366864,1.2583057392117916,30,3
id_ QYIem3,4116,M,Harju maakond,19.0,17,18.0,2.0,3,2.0,3,2.5,2.0,3,2.5,2.0,1,2.0,1,3.0,1,2.0,1.0,0,3.0,3,3.0,2.0,2,2.0,258,19,6.457364341,13.57894737,58,16.74919112,19.160053039575683,149,0.57421875,9.1875,55.42907242,0.018041074,135.7575758,3.241772803,0.59375,0.112403101,0.112403101,0.0,0.11627907,0.003875969,0.0,0.11627907,0.325581395,0.213178295,1.527272727,50.0,0.724137931,0.724137931,0.233333333,1.0,0.266666667,0.678571429,0.618181818,1.775862069,0.131782946,0.174418605,0.205426357,0.23255814,0.310077519,11,0.328671329,0.230769231,0.181818182,0.020979021,0.0,0.020979021,0.055944056,0.048951049,0.048951049,0.027972028,0.006993007,0.013986014,0.0,0.0,0.0,0.034965035,0.657342657,0.342657343,11,0.297619048,6,0.344827586,0.827586207,0.137931034,0.034482759,7,0.466666667,0.133333333,0.1,0.4,0.166666667,0.2,0.563636364,0.490909091,0.054545455,0.018181818,0.0,0.018181818,0.4,0.563636364,0.036363636,0.327272727,0.090909091,0.072727273,0.036363636,0.327272727,0.254545455,0.036363636,0.036363636,0.266666667,1.0,12,0.75,0,0.0,0,0.0,0,0.0,0,0.0,3,0.188,0,0.0,1,0.063,0,0.0,16,0.062015504,0.842105263,4,0.016,3,84.66666666666667,6.0,38.785736209763165,2.6457513110645907,72,5
id_ doU7Zb,2595,M,Harju maakond,16.0,20,18.0,2.0,1,1.0,3,2.0,2.0,3,2.5,0.0,1,1.0,2,3.0,3,3.0,1.0,2,3.0,3,3.0,3.0,2,2.5,271,22,5.494464945,12.31818182,42,14.15821135,14.42516101979202,139,0.512915129,8.443648675,47.00662861,0.021273595,145.6230295,2.286190427,0.505535055,0.092250923,0.166051661,0.0,0.088560886,0.011070111,0.0,0.118081181,0.247232472,0.276752768,0.893333333,39.48339483,0.76,0.666666667,0.375,1.0,0.34375,0.582089552,0.373333333,1.877192982,0.077490775,0.095940959,0.110701107,0.166051661,0.20295203,11,0.419354839,0.120967742,0.225806452,0.008064516,0.008064516,0.016129032,0.072580645,0.040322581,0.032258065,0.024193548,0.0,0.016129032,0.0,0.0,0.0,0.024193548,0.653225806,0.338709677,9,0.358208955,6,0.36,1.0,0.0,0.0,8,0.28125,0.1875,0.125,0.40625,0.09375,0.1875,0.586666667,0.56,0.026666667,0.0,0.013333333,0.0,0.426666667,0.56,0.026666667,0.333333333,0.106666667,0.133333333,0.013333333,0.28,0.266666667,0.0,0.013333333,0.416666667,1.0,8,0.615,2,0.154,0,0.0,0,0.0,0,0.0,2,0.154,0,0.0,1,0.077,0,0.0,13,0.04797048,0.590909091,3,0.011,4,67.25,5.25,51.33143935899973,4.349329450233296,97,8
id_ 6Z25mz,4964,N,Harju maakond,13.0,18,15.5,1.0,1,1.0,2,1.5,3.0,3,3.0,1.0,2,2.0,2,1.0,3,2.0,1.0,2,3.0,3,3.0,0.0,0,0.0,200,13,6.215,15.38461538,59,17.03242332,18.612,104,0.52,7.353910524,42.92862931,0.023294478,107.493062,2.502172969,0.62,0.13,0.15,0.0,0.1,0.015,0.0,0.065,0.31,0.23,1.347826087,50.5,0.461538462,0.6,0.3,1.0,0.461538462,0.564516129,0.52173913,1.673076923,0.11,0.14,0.195,0.21,0.24,9,0.376237624,0.148514851,0.336633663,0.0,0.0,0.0,0.02970297,0.01980198,0.02970297,0.02970297,0.0,0.00990099,0.0,0.0,0.0,0.00990099,0.623762376,0.366336634,7,0.338709677,5,0.346153846,0.961538462,0.038461538,0.0,6,0.538461538,0.230769231,0.076923077,0.307692308,0.076923077,0.307692308,0.673913043,0.434782609,0.239130435,0.0,0.0,0.0,0.456521739,0.673913043,0.0,0.347826087,0.108695652,0.02173913,0.02173913,0.260869565,0.239130435,0.0,0.02173913,0.4,0.666666667,7,0.438,0,0.0,0,0.0,0,0.0,1,0.063,7,0.438,0,0.0,1,0.063,0,0.0,16,0.08,1.230769231,6,0.03,4,49.5,3.0,13.892443989449804,0.816496580927726,32,2
id_ kVTS2x,3542,M,Harju maakond,11.0,10,10.5,1.0,1,1.0,1,1.0,2.0,1,1.5,1.0,1,2.0,2,2.0,2,2.0,1.0,1,1.0,1,1.0,0.0,0,0.0,235,15,5.953191489,15.66666667,51,15.98806761,17.936170212765962,122,0.519148936,7.958402491,45.4677997,0.021993587,94.90384615,2.269126742,0.561702128,0.110638298,0.14893617,0.0,0.10212766,0.029787234,0.0,0.089361702,0.310638298,0.2,1.553191489,50.63829787,0.461538462,0.571428571,0.333333333,0.714285714,0.333333333,0.657534247,0.468085106,1.66,0.080851064,0.119148936,0.140425532,0.187234043,0.229787234,10,0.275,0.25,0.241666667,0.0,0.0,0.0,0.05,0.016666667,0.041666667,0.05,0.008333333,0.05,0.0,0.0,0.0,0.008333333,0.533333333,0.458333333,8,0.424657534,6,0.5,1.0,0.0,0.0,7,0.523809524,0.095238095,0.142857143,0.523809524,0.142857143,0.095238095,0.574468085,0.531914894,0.042553191,0.0,0.0,0.0,0.510638298,0.574468085,0.042553191,0.276595745,0.234042553,0.042553191,0.0,0.319148936,0.276595745,0.042553191,0.0,0.25,0.571428571,15,0.517,1,0.034,2,0.069,2,0.069,2,0.069,2,0.069,0,0.0,2,0.069,3,0.103,29,0.123404255,1.933333333,8,0.034,4,58.25,3.5,16.72074559741082,1.0,39,2
id_ Jz9Jq1,2769,M,Harju maakond,18.0,24,21.0,2.0,2,2.0,3,2.5,3.0,3,3.0,2.0,2,1.0,3,2.0,3,2.5,1.0,3,2.0,3,2.5,3.0,2,2.5,257,19,5.980544747,13.52631579,52,15.28304764,16.453356543108743,143,0.556420233,8.92009492,52.52574756,0.019038282,284.5187692,2.873684832,0.544747082,0.108949416,0.175097276,0.0,0.097276265,0.015564202,0.0,0.101167315,0.260700389,0.241245136,1.080645161,43.38521401,0.678571429,0.711111111,0.24,1.0,0.384615385,0.626865672,0.516129032,1.727272727,0.112840467,0.140077821,0.163424125,0.190661479,0.260700389,10,0.462809917,0.173553719,0.090909091,0.016528926,0.0,0.016528926,0.033057851,0.107438017,0.024793388,0.049586777,0.0,0.033057851,0.0,0.0,0.0,0.008264463,0.545454545,0.454545455,9,0.432835821,5,0.321428571,0.928571429,0.071428571,0.0,7,0.653846154,0.115384615,0.076923077,0.423076923,0.153846154,0.230769231,0.612903226,0.5,0.112903226,0.0,0.0,0.0,0.483870968,0.612903226,0.016129032,0.274193548,0.209677419,0.112903226,0.016129032,0.241935484,0.193548387,0.016129032,0.032258065,0.44,0.75,9,0.375,6,0.25,1,0.042,3,0.125,0,0.0,0,0.0,0,0.0,5,0.208,0,0.0,24,0.093385214,1.263157895,1,0.004,4,63.5,4.5,21.047565179849187,1.914854215512676,45,4
