Student_id,Time_used(seconds),Sex,County,Total_Rater_1,Total_Rater_2,Total_Average,Asp_25_Rater_1,Asp_25_Rater_2,Asp_25_Average,Asp_28_Rater_1,Asp_28_Rater_2,Asp_28_Average,Asp_34_Rater_1,Asp_34_Rater_2,Asp_34_Average,Asp_35_Rater_1,Asp_35_Rater_2,Asp_35_Average,Asp_39_Rater_1,Asp_39_Rater_2,Asp_39_Average,Asp_40_Rater_1,Asp_40_Rater_2,Asp_40_Average,Asp_41_Rater_1,Asp_41_Rater_2,Asp_41_Average,Asp_42_Rater_1,Asp_42_Rater_2,Asp_42_Average,Asp_43_Rater_1,Asp_43_Rater_2,Asp_43_Average,word_count,sent_count,word_len,sent_len,LIX,SMOG,FK,lemma_count,TTR,RTTR,Uber,Maas,MTLD,CVV,LD,A,D,I,J,K,N,P,S,V,SV_ratio,F-index,A_TTR,D_TTR,J_TTR,K_TTR,P_TTR,S_TTR,V_TTR,S_abstr,rare_5000,rare_4000,rare_3000,rare_2000,rare_1000,n_cases,Nom,Gen,Par,Add,Ill,AddIll,Ine,Ela,All,Ade,Abl,Tra,Ter,Ess,Abe,Com,Sing,Plur,S_cases,S_Plur,A_cases,A_Plur,A_Pos,A_Cmp,A_Sup,P_cases,P_Plur,P_Prs,P_Reflex,P_Dem,P_Ind,P_IntRel,V_Fin,V_Ind,V_Cnd,V_Imp,V_Prs1,V_Prs2,V_Prs3,V_Pres,V_Past,V_Sing,V_Plur,V_Neg,V_Pass,V_NonFin,V_Inf,V_Part,V_Conv,J_Sub,K_Post,replaced_words,replaced_word_ratio,wordorder_errors,wordorder_error_ratio,missing_words,missing_word_ratio,unnecessary_words,unnecessary_word_ratio,whitespace_errors,whitespace_error_ratio,misc_errors,misc_error_ratio,replaced_punct,replaced_punct_ratio,unnecessary_punct,unnecessary_punct_ratio,missing_punct,missing_punct_ratio,error_count,spelling_errors,spell_error_word_ratio,paragraph_count,mean_word_count,mean_sent_count,std_word_count,std_sent_count,diff_word_count,diff_sent_count,errors_per_word,errors_per_sent
id_ cyLVp3,3694,M,Tartu maakond,9.0,4.0,6.5,2.0,1.0,1.5,2.0,1.0,1.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,2.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435,35,5.455172413793103,12.428571428571429,42,13.794835980231271,14.050706075533665,222,0.5093896713615024,10.51368435351975,54.34240743020177,0.0184018347233588,163.29558182949597,3.652244363249656,0.5234741784037559,0.0942528735632183,0.1770114942528735,0.0,0.0689655172413793,0.0206896551724137,0.0045977011494252,0.1448275862068965,0.2804597701149425,0.2068965517241379,1.3555555555555556,43.33333333333333,0.6585365853658537,0.5454545454545454,0.2666666666666666,0.6666666666666666,0.2063492063492063,0.6147540983606558,0.5444444444444444,2.1443298969072164,0.057471264367816,0.0758620689655172,0.0896551724137931,0.1333333333333333,0.1908045977011494,12,0.4956140350877193,0.1447368421052631,0.1403508771929824,0.0043859649122807,0.0,0.0043859649122807,0.0526315789473684,0.0263157894736842,0.0394736842105263,0.0307017543859649,0.0,0.0350877192982456,0.0,0.0043859649122807,0.0043859649122807,0.0131578947368421,0.7456140350877193,0.2456140350877192,12,0.1475409836065573,6,0.1951219512195122,0.8292682926829268,0.1463414634146341,0.0,8,0.4761904761904761,0.3333333333333333,0.0476190476190476,0.1904761904761904,0.1111111111111111,0.3174603174603174,0.7666666666666667,0.7444444444444445,0.0222222222222222,0.0,0.0888888888888888,0.0333333333333333,0.5444444444444444,0.6888888888888889,0.1333333333333333,0.4444444444444444,0.2222222222222222,0.0888888888888888,0.0111111111111111,0.1333333333333333,0.0444444444444444,0.0555555555555555,0.0333333333333333,0.6333333333333333,0.6666666666666666,18,0.36,1,0.02,1,0.02,2,0.04,6,0.12,5,0.1,0,0.0,2,0.04,15,0.3,50,9,0.0206896551724137,9,48.0,3.7777777777777777,46.37078821844632,3.1135902820449006,132,9,0.1149425287356321,1.4285714285714286
id_ n53x2k,2899,M,Tartu maakond,10.0,6.0,8.0,0.0,0.0,0.0,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.5,417,25,5.6450839328537175,16.68,51,16.69612070463519,18.590020143884896,206,0.4903381642512077,9.976905699814706,50.95145090266406,0.0196265264734142,213.4186046511628,3.557127092634329,0.4758454106280193,0.0671462829736211,0.1270983213429256,0.0,0.1151079136690647,0.0167865707434052,0.0,0.1774580335731415,0.2278177458033573,0.2661870503597122,0.8558558558558559,37.05035971223022,0.7142857142857143,0.6792452830188679,0.2083333333333333,0.5714285714285714,0.2297297297297297,0.6947368421052632,0.4774774774774775,2.4558823529411766,0.0455635491606714,0.0551558752997601,0.0623501199040767,0.1103117505995203,0.1750599520383693,11,0.416243654822335,0.1370558375634517,0.1725888324873096,0.0,0.0,0.0,0.0558375634517766,0.0507614213197969,0.0355329949238578,0.0456852791878172,0.0101522842639593,0.0050761421319796,0.0101522842639593,0.0,0.0,0.0558375634517766,0.8274111675126904,0.1675126903553299,10,0.2105263157894736,6,0.2142857142857142,0.8571428571428571,0.1071428571428571,0.0357142857142857,8,0.0945945945945946,0.2027027027027027,0.1756756756756756,0.3243243243243243,0.1756756756756756,0.1081081081081081,0.5315315315315315,0.4684684684684684,0.063063063063063,0.0,0.027027027027027,0.009009009009009,0.2972972972972973,0.4954954954954955,0.063063063063063,0.2882882882882883,0.045045045045045,0.0990990990990991,0.063063063063063,0.3063063063063063,0.2162162162162162,0.027027027027027,0.063063063063063,0.3541666666666667,0.8571428571428571,16,0.3018867925,2,0.03773584906,4,0.07547169811,4,0.07547169811,1,0.01886792453,9,0.1698113208,0,0.0,3,0.05660377358,14,0.2641509434,53,13,0.0311750599520383,4,103.25,6.0,45.16174634946409,3.741657386773941,89,9,0.1270983213429256,2.12
id_ BRs2iJ,3967,N,Tartu maakond,16.0,10.0,13.0,1.0,0.0,0.5,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.5,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,407,35,5.8452088452088455,11.628571428571428,50,15.151101081350806,16.662096174096174,216,0.525,10.5,55.710803958245485,0.0179498396890751,256.57370517928285,3.438419298562535,0.5125,0.0638820638820638,0.1375921375921376,0.0,0.0737100737100737,0.0221130221130221,0.0098280098280098,0.1228501228501228,0.2972972972972973,0.2702702702702703,1.1,42.62899262899264,0.8846153846153846,0.5178571428571429,0.3,0.8888888888888888,0.28,0.6611570247933884,0.4636363636363636,1.934065934065934,0.0737100737100737,0.0909090909090909,0.1031941031941031,0.1449631449631449,0.2039312039312039,13,0.3134328358208955,0.1990049751243781,0.2189054726368159,0.0049751243781094,0.0099502487562189,0.0149253731343283,0.0547263681592039,0.0298507462686567,0.0398009950248756,0.0597014925373134,0.0049751243781094,0.0398009950248756,0.0,0.0049751243781094,0.0,0.0149253731343283,0.572139303482587,0.4228855721393035,12,0.4132231404958678,6,0.3846153846153846,0.8846153846153846,0.1153846153846153,0.0,8,0.5,0.24,0.08,0.34,0.18,0.16,0.5363636363636364,0.509090909090909,0.0272727272727272,0.0,0.0272727272727272,0.0,0.3545454545454545,0.4363636363636363,0.2,0.2272727272727272,0.1545454545454545,0.1,0.0545454545454545,0.2363636363636363,0.1272727272727272,0.1,0.009090909090909,0.3333333333333333,0.7777777777777778,12,0.4,2,0.06666666667,1,0.03333333333,1,0.03333333333,0,0.0,1,0.03333333333,0,0.0,0,0.0,13,0.4333333333,30,5,0.0122850122850122,5,80.6,6.8,40.45120517364099,3.114482300479488,80,7,0.0737100737100737,0.8571428571428571
id_ mHLmwp,4863,M,Tartu maakond,10.0,2.0,6.0,1.0,0.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,406,24,6.044334975369458,16.916666666666668,58,17.971250198000288,20.4203078817734,211,0.5174129353233831,10.374097095519382,54.5707591043104,0.0183248321337903,217.16408222142087,3.3186987612451224,0.527363184079602,0.0665024630541872,0.0911330049261083,0.0,0.1009852216748768,0.0123152709359605,0.0024630541871921,0.1428571428571428,0.3152709359605911,0.2684729064039409,1.1743119266055049,44.58128078817734,0.8518518518518519,0.7567567567567568,0.2439024390243902,0.8,0.293103448275862,0.625,0.4495412844036697,2.317073170731707,0.0812807881773399,0.0985221674876847,0.1133004926108374,0.1428571428571428,0.2019704433497537,12,0.4065420560747663,0.1635514018691588,0.1915887850467289,0.0093457943925233,0.0,0.0093457943925233,0.0373831775700934,0.0420560747663551,0.0186915887850467,0.0467289719626168,0.0,0.0093457943925233,0.0,0.0093457943925233,0.0093457943925233,0.0327102803738317,0.8738317757009346,0.0981308411214953,11,0.1015625,3,0.037037037037037,0.925925925925926,0.037037037037037,0.0,8,0.1206896551724138,0.1034482758620689,0.1206896551724137,0.3103448275862069,0.2413793103448275,0.2241379310344827,0.5321100917431193,0.4495412844036697,0.0825688073394495,0.0,0.0091743119266055,0.0091743119266055,0.3669724770642202,0.5229357798165137,0.0642201834862385,0.3394495412844037,0.0458715596330275,0.0825688073394495,0.0091743119266055,0.3669724770642202,0.3119266055045872,0.055045871559633,0.0,0.2926829268292683,0.4,24,0.48,4,0.08,1,0.02,1,0.02,2,0.04,7,0.14,0,0.0,6,0.12,5,0.1,50,14,0.0344827586206896,4,100.75,5.75,45.41934242882284,2.6299556396765835,106,6,0.1231527093596059,2.083333333333333
id_ cqUFz7,4587,N,Tartu maakond,12.0,7.0,9.5,1.0,1.0,1.0,2.0,1.0,1.5,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.5,1.0,0.0,0.5,1.0,0.0,0.5,411,35,6.138686131386861,11.742857142857142,49,15.073287959003324,17.527913799096286,234,0.583756345177665,11.587232602777204,66.35455068816681,0.0150705564219626,246.98507462686567,3.772476500572061,0.6091370558375635,0.0948905109489051,0.1143552311435523,0.0,0.0875912408759124,0.0170316301703163,0.0072992700729927,0.0754257907542579,0.3698296836982968,0.2311435523114355,1.6,53.04136253041362,0.8461538461538461,0.723404255319149,0.2222222222222222,0.7142857142857143,0.4193548387096774,0.5723684210526315,0.5473684210526316,2.0505050505050506,0.0948905109489051,0.1021897810218978,0.121654501216545,0.1654501216545012,0.2141119221411192,13,0.3555555555555555,0.2133333333333333,0.1644444444444444,0.0133333333333333,0.0133333333333333,0.0266666666666666,0.0533333333333333,0.0355555555555555,0.0266666666666666,0.0533333333333333,0.0,0.0177777777777777,0.0088888888888888,0.0,0.0088888888888888,0.0266666666666666,0.6711111111111111,0.3111111111111111,12,0.3289473684210526,8,0.1538461538461538,0.7435897435897436,0.2307692307692307,0.0256410256410256,6,0.4516129032258064,0.032258064516129,0.064516129032258,0.2903225806451613,0.2580645161290322,0.3548387096774194,0.7157894736842105,0.6736842105263158,0.0421052631578947,0.0,0.0105263157894736,0.0,0.5894736842105263,0.6105263157894737,0.2,0.4210526315789473,0.1789473684210526,0.0631578947368421,0.0947368421052631,0.2105263157894736,0.0631578947368421,0.0947368421052631,0.0526315789473684,0.4722222222222222,0.8571428571428571,18,0.6666666667,1,0.03703703704,2,0.07407407407,0,0.0,1,0.03703703704,0,0.0,0,0.0,1,0.03703703704,4,0.1481481481,27,8,0.0194647201946472,5,81.0,6.8,31.851216617265973,2.863564212655271,66,7,0.0656934306569343,0.7714285714285715
id_ g2hLy5,3463,M,Tartu maakond,11.0,9.0,10.0,0.0,0.0,0.0,2.0,1.0,1.5,2.0,2.0,2.0,2.0,1.0,1.5,1.0,2.0,1.5,2.0,1.0,1.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,454,17,5.9493392070484585,26.705882352941178,65,21.56257050085475,22.81780513086292,254,0.5565410199556541,11.81912839463508,63.73569150889242,0.0156897960361892,273.1028291621328,3.691358303677134,0.5055432372505543,0.0572687224669603,0.1255506607929515,0.0,0.1167400881057268,0.0198237885462555,0.013215859030837,0.158590308370044,0.2621145374449339,0.2444933920704846,1.072072072072072,40.52863436123348,0.8846153846153846,0.8070175438596491,0.1886792452830188,0.7777777777777778,0.2222222222222222,0.7563025210084033,0.4954954954954955,2.236842105263158,0.1013215859030837,0.1145374449339207,0.1365638766519823,0.171806167400881,0.2202643171806167,13,0.3811659192825112,0.2152466367713004,0.2466367713004484,0.0044843049327354,0.0044843049327354,0.0089686098654708,0.0224215246636771,0.0089686098654708,0.0313901345291479,0.0269058295964125,0.0,0.0134529147982062,0.0089686098654708,0.0044843049327354,0.0,0.0269058295964125,0.695067264573991,0.3004484304932735,13,0.2773109243697479,5,0.2307692307692307,0.8076923076923077,0.0769230769230769,0.1153846153846153,7,0.3888888888888889,0.25,0.0833333333333333,0.3055555555555556,0.1666666666666666,0.1944444444444444,0.5855855855855856,0.5135135135135135,0.054054054054054,0.018018018018018,0.054054054054054,0.0,0.4414414414414414,0.5765765765765766,0.063063063063063,0.3333333333333333,0.1621621621621621,0.081081081081081,0.027027027027027,0.2882882882882883,0.2342342342342342,0.054054054054054,0.0,0.4716981132075472,0.8888888888888888,9,0.3461538462,2,0.07692307692,0,0.0,2,0.07692307692,2,0.07692307692,1,0.03846153846,0,0.0,3,0.1153846154,7,0.2692307692,26,4,0.0088105726872246,5,90.6,3.2,24.521419208520538,1.3038404810405295,56,3,0.0572687224669603,1.5294117647058822
id_ kKpJXq,3707,N,Tartu maakond,11.0,9.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,0.5,497,24,6.13682092555332,20.70833333333333,62,19.78447435784618,21.9031514084507,219,0.439516129032258,9.788488960459231,46.858632069080606,0.0213407851626092,186.05631244323345,3.5218843996887013,0.5383064516129032,0.0804828973843058,0.1730382293762575,0.0,0.1167002012072434,0.0040241448692152,0.0040241448692152,0.1146881287726358,0.2877263581488933,0.2193158953722334,1.311926605504587,43.25955734406439,0.65,0.4534883720930232,0.1379310344827586,1.0,0.2280701754385964,0.5524475524475524,0.4770642201834862,2.601941747572816,0.0663983903420523,0.0744466800804829,0.096579476861167,0.1529175050301811,0.2273641851106639,11,0.3636363636363636,0.1446280991735537,0.2024793388429752,0.0,0.0,0.0,0.0702479338842975,0.0495867768595041,0.0330578512396694,0.0371900826446281,0.0,0.0702479338842975,0.0,0.0041322314049586,0.0041322314049586,0.0206611570247933,0.756198347107438,0.2396694214876033,9,0.2587412587412587,8,0.25,0.875,0.05,0.075,9,0.1929824561403508,0.0350877192982456,0.1052631578947368,0.4912280701754385,0.2105263157894736,0.1578947368421052,0.6880733944954128,0.5871559633027523,0.1009174311926605,0.0,0.0275229357798165,0.0,0.4403669724770642,0.6697247706422018,0.036697247706422,0.3761467889908257,0.091743119266055,0.091743119266055,0.055045871559633,0.2293577981651376,0.2018348623853211,0.018348623853211,0.0091743119266055,0.4137931034482758,0.5,19,0.3454545455,4,0.07272727273,1,0.01818181818,0,0.0,3,0.05454545455,3,0.05454545455,0,0.0,1,0.01818181818,24,0.4363636364,55,6,0.0120724346076458,5,97.2,4.6,33.551453023676935,2.073644135332772,86,5,0.1106639839034205,2.2916666666666665
id_ KNiwM0,5965,N,Tartu maakond,18.0,8.0,13.0,2.0,0.0,1.0,3.0,2.0,2.5,2.0,1.0,1.5,2.0,1.0,1.5,2.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.5,412,31,5.691747572815534,13.290322580645162,48,15.611409494744176,16.97380833072346,226,0.5422885572139303,10.872851763573198,58.758109039336816,0.0170189275378234,246.257064721969,3.623011674316412,0.4950248756218905,0.058252427184466,0.1407766990291262,0.0,0.0946601941747572,0.0169902912621359,0.0145631067961165,0.1577669902912621,0.2669902912621359,0.25,1.0679611650485437,39.68446601941747,0.8333333333333334,0.7068965517241379,0.2564102564102564,1.0,0.2769230769230769,0.7,0.5048543689320388,2.3037974683544302,0.0703883495145631,0.0898058252427184,0.116504854368932,0.1407766990291262,0.1990291262135922,12,0.3609756097560975,0.1804878048780487,0.1951219512195122,0.0048780487804878,0.0,0.0048780487804878,0.0682926829268292,0.024390243902439,0.0390243902439024,0.0536585365853658,0.0097560975609756,0.024390243902439,0.0,0.0048780487804878,0.0,0.0292682926829268,0.7170731707317073,0.2780487804878049,12,0.2363636363636363,7,0.3333333333333333,0.7916666666666666,0.2083333333333333,0.0,9,0.3538461538461538,0.1538461538461538,0.0307692307692307,0.3692307692307692,0.2923076923076923,0.1538461538461538,0.6310679611650486,0.6019417475728155,0.029126213592233,0.0,0.0485436893203883,0.0,0.4368932038834951,0.4951456310679611,0.233009708737864,0.3106796116504854,0.174757281553398,0.116504854368932,0.058252427184466,0.233009708737864,0.1262135922330097,0.0970873786407767,0.0097087378640776,0.4871794871794871,0.8571428571428571,14,0.5185185185,1,0.03703703704,0,0.0,0,0.0,0,0.0,1,0.03703703704,0,0.0,1,0.03703703704,10,0.3703703704,27,6,0.0145631067961165,6,68.33333333333333,5.0,28.765720339784064,1.8973665961010275,67,5,0.0655339805825242,0.8709677419354839
id_ O20CP3,3989,N,Tartu maakond,12.0,10.0,11.0,2.0,1.0,1.5,1.0,1.0,1.0,1.0,2.0,1.5,3.0,2.0,2.5,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.5,383,34,5.785900783289817,11.264705882352942,46,14.84494172618174,16.808979419444018,212,0.5514511873350924,10.735608885994044,59.23088121940044,0.0168830849619785,226.6945854483926,3.714680413536626,0.5171503957783641,0.0496083550913838,0.1409921671018277,0.0,0.0835509138381201,0.0156657963446475,0.0026109660574412,0.2010443864229765,0.2793733681462141,0.227154046997389,1.2298850574712643,38.77284595300261,0.8947368421052632,0.7037037037037037,0.34375,1.0,0.1948051948051948,0.719626168224299,0.5632183908045977,2.441558441558441,0.0731070496083551,0.0835509138381201,0.0966057441253263,0.1227154046997389,0.1749347258485639,13,0.3578431372549019,0.2009803921568627,0.2156862745098039,0.0147058823529411,0.0049019607843137,0.0196078431372549,0.0490196078431372,0.0245098039215686,0.0098039215686274,0.0490196078431372,0.0049019607843137,0.0098039215686274,0.0098039215686274,0.0,0.0,0.0441176470588235,0.7843137254901961,0.2107843137254902,13,0.2429906542056074,4,0.1578947368421052,1.0,0.0,0.0,7,0.1818181818181818,0.1818181818181818,0.1948051948051948,0.3246753246753247,0.1818181818181818,0.1168831168831168,0.6666666666666666,0.6091954022988506,0.057471264367816,0.0,0.1724137931034483,0.0114942528735632,0.3793103448275862,0.6551724137931034,0.0459770114942528,0.3793103448275862,0.1839080459770115,0.057471264367816,0.0229885057471264,0.2183908045977011,0.1149425287356321,0.0344827586206896,0.0689655172413793,0.34375,0.8333333333333334,13,0.3714285714,3,0.08571428571,1,0.02857142857,1,0.02857142857,2,0.05714285714,8,0.2285714286,0,0.0,1,0.02857142857,6,0.1714285714,35,13,0.0339425587467362,4,94.75,8.25,49.85562489161412,4.272001872658765,122,10,0.0913838120104438,1.0294117647058822
id_ iafRCw,3155,M,Tartu maakond,8.0,13.0,10.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,1.0,2.0,1.5,1.0,3.0,2.0,1.0,2.0,1.5,1.0,2.0,1.5,1.0,0.0,0.5,0.0,0.0,0.0,447,28,6.45413870246085,15.964285714285714,60,17.93193317476759,20.70363294982422,233,0.5186046511627908,10.75401493440019,55.99868807491298,0.0178575612104025,347.3076923076923,2.932942300427066,0.5651162790697675,0.0559284116331096,0.1521252796420581,0.0,0.0850111856823266,0.0335570469798657,0.0044742729306487,0.116331096196868,0.3378076062639821,0.2080536912751678,1.6236559139784943,47.53914988814318,0.72,0.7058823529411765,0.2105263157894736,0.6,0.2884615384615384,0.609271523178808,0.4301075268817204,2.0707070707070705,0.0805369127516778,0.0939597315436241,0.1118568232662192,0.1342281879194631,0.2147651006711409,12,0.408695652173913,0.2304347826086956,0.2130434782608695,0.0043478260869565,0.0043478260869565,0.008695652173913,0.0434782608695652,0.0217391304347826,0.017391304347826,0.008695652173913,0.0,0.008695652173913,0.0,0.0043478260869565,0.0,0.0347826086956521,0.6217391304347826,0.3782608695652174,12,0.3377483443708609,4,0.44,0.8,0.16,0.04,8,0.4615384615384615,0.0961538461538461,0.0384615384615384,0.5576923076923077,0.173076923076923,0.1346153846153846,0.6344086021505376,0.6129032258064516,0.021505376344086,0.0,0.010752688172043,0.0,0.4731182795698925,0.5483870967741935,0.1720430107526881,0.2795698924731182,0.2043010752688172,0.064516129032258,0.086021505376344,0.2043010752688172,0.0967741935483871,0.086021505376344,0.021505376344086,0.3684210526315789,0.6666666666666666,15,0.4166666667,1,0.02777777778,1,0.02777777778,3,0.08333333333,4,0.1111111111,4,0.1111111111,0,0.0,0,0.0,8,0.2222222222,36,7,0.0156599552572706,5,88.2,5.4,45.15750214526928,2.701851217221259,122,7,0.0805369127516778,1.2857142857142858
id_ 8i8OvB,6068,N,Tartu maakond,12.0,18.0,15.0,1.0,2.0,1.5,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.5,2.0,3.0,2.5,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.5,421,25,6.109263657957245,16.84,55,17.490721440492017,20.127243705463183,206,0.4914004914004914,9.913631941932191,50.81780207197404,0.0196781434699533,212.8045602605864,2.857142857142857,0.5735294117647058,0.1068883610451306,0.1045130641330166,0.0,0.0712589073634204,0.0285035629453681,0.014251781472684,0.1258907363420427,0.3159144893111639,0.2327790973871734,1.3571428571428572,49.40617577197149,0.6,0.6363636363636364,0.2333333333333333,0.8333333333333334,0.320754716981132,0.556390977443609,0.4081632653061224,2.1320754716981134,0.0641330166270783,0.0760095011876484,0.0973871733966745,0.1401425178147268,0.2114014251781472,14,0.3375527426160337,0.2784810126582278,0.1181434599156118,0.0084388185654008,0.0084388185654008,0.0168776371308016,0.050632911392405,0.0210970464135021,0.0295358649789029,0.0421940928270042,0.0126582278481012,0.0337552742616033,0.0,0.0042194092827004,0.0084388185654008,0.0421940928270042,0.6877637130801688,0.3080168776371308,13,0.2406015037593984,10,0.3777777777777777,0.8666666666666667,0.1111111111111111,0.0222222222222222,9,0.4528301886792453,0.0943396226415094,0.0566037735849056,0.3584905660377358,0.3018867924528302,0.1886792452830188,0.5918367346938775,0.5102040816326531,0.0816326530612244,0.0,0.0,0.0,0.4183673469387755,0.5918367346938775,0.0306122448979591,0.3265306122448979,0.0918367346938775,0.1020408163265306,0.0306122448979591,0.2653061224489796,0.2346938775510204,0.0306122448979591,0.0,0.6333333333333333,0.8333333333333334,15,0.3571428571,1,0.02380952381,1,0.02380952381,3,0.07142857143,4,0.09523809524,5,0.119047619,0,0.0,11,0.2619047619,2,0.04761904762,42,8,0.0190023752969121,5,83.2,4.8,18.253766734567417,1.3038404810405295,46,3,0.0997624703087886,1.68
id_ e8tDZs,4951,N,Tartu maakond,9.0,19.0,14.0,2.0,3.0,2.5,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.5,1.0,3.0,2.0,1.0,2.0,1.5,1.0,2.0,1.5,0.0,1.0,0.5,0.0,1.0,0.5,428,31,6.432242990654205,13.806451612903226,58,16.894864687054433,19.40479650286404,220,0.5109489051094891,10.358536097006793,53.94525178516636,0.0185373126810574,233.0725075528701,3.0678599553894816,0.5995145631067961,0.1261682242990654,0.1121495327102803,0.0,0.0911214953271028,0.02803738317757,0.0186915887850467,0.0794392523364486,0.3457943925233644,0.1985981308411215,1.741176470588235,55.49065420560748,0.7037037037037037,0.5208333333333334,0.282051282051282,0.8333333333333334,0.3235294117647059,0.5405405405405406,0.4705882352941176,2.5,0.1004672897196261,0.1121495327102803,0.1355140186915887,0.1939252336448598,0.2757009345794392,13,0.3483606557377049,0.1844262295081967,0.0901639344262295,0.0040983606557377,0.0,0.0040983606557377,0.1270491803278688,0.0532786885245901,0.0655737704918032,0.0491803278688524,0.0081967213114754,0.0245901639344262,0.0,0.0040983606557377,0.0081967213114754,0.0163934426229508,0.75,0.2336065573770492,13,0.2027027027027027,8,0.1851851851851851,0.9629629629629628,0.0,0.0,8,0.5,0.2352941176470588,0.0588235294117647,0.4117647058823529,0.1176470588235294,0.1764705882352941,0.7176470588235294,0.6470588235294118,0.0705882352941176,0.0,0.0117647058823529,0.0,0.5176470588235295,0.6941176470588235,0.0823529411764705,0.4470588235294118,0.0823529411764705,0.0588235294117647,0.0823529411764705,0.1647058823529411,0.0705882352941176,0.0588235294117647,0.0352941176470588,0.4358974358974359,0.5833333333333334,13,0.4482758621,2,0.06896551724,0,0.0,0,0.0,1,0.03448275862,1,0.03448275862,0,0.0,2,0.06896551724,10,0.3448275862,29,2,0.0046728971962616,6,71.33333333333333,5.166666666666667,53.28664623211586,3.125166662222459,147,8,0.0677570093457943,0.935483870967742
id_ EYieNK,4010,N,Tartu maakond,9.0,23.0,16.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,0.0,3.0,1.5,1.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,0.5,510,21,5.684313725490196,24.285714285714285,58,19.478413135419483,21.16025210084033,221,0.4322200392927308,9.751328557914595,46.3071773508678,0.0215949245280712,206.72696245733783,2.870981942373173,0.4734774066797642,0.0509803921568627,0.1803921568627451,0.0,0.1156862745098039,0.0215686274509803,0.0019607843137254,0.1333333333333333,0.2333333333333333,0.2627450980392157,0.8880597014925373,36.47058823529412,0.8076923076923077,0.5543478260869565,0.2203389830508474,0.6363636363636364,0.1911764705882352,0.5882352941176471,0.3507462686567164,2.4942528735632186,0.0509803921568627,0.0666666666666666,0.0862745098039215,0.1156862745098039,0.1627450980392157,12,0.3551401869158878,0.1915887850467289,0.2383177570093458,0.0046728971962616,0.0093457943925233,0.014018691588785,0.0607476635514018,0.0233644859813084,0.0467289719626168,0.014018691588785,0.0,0.02803738317757,0.0,0.0093457943925233,0.0,0.0186915887850467,0.8130841121495327,0.1869158878504672,12,0.226890756302521,5,0.1153846153846153,0.8461538461538461,0.1538461538461538,0.0,10,0.1470588235294117,0.0441176470588235,0.1176470588235294,0.5147058823529411,0.2352941176470588,0.088235294117647,0.4925373134328358,0.4626865671641791,0.0223880597014925,0.0,0.0,0.0149253731343283,0.2985074626865671,0.4552238805970149,0.0820895522388059,0.2537313432835821,0.0597014925373134,0.0970149253731343,0.0820895522388059,0.417910447761194,0.2985074626865671,0.044776119402985,0.0746268656716417,0.3389830508474576,0.5454545454545454,18,0.4864864865,3,0.08108108108,4,0.1081081081,4,0.1081081081,0,0.0,3,0.08108108108,0,0.0,1,0.02702702703,4,0.1081081081,37,18,0.0352941176470588,4,126.75,5.0,67.63813027181241,2.581988897471611,164,6,0.0725490196078431,1.761904761904762
